noBtg,idBarcode,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A9146,,MR,16.6,60,48,54,3.8,0,0
A9147,,MR,17.9,70,51,60,5.06,0,0
A9148,,MR,15.2,60,44,52,3.23,0,0
A9149,,MR,13.5,58,46,52,2.87,0,0
A9150,,MR,13.8,91,71,81,7.11,0,0
A9151,,MR,13.2,65,48,56,3.25,0,0
A9152,,MR,19.4,67,44,55,4.61,0,0
A9153,,MR,19.4,71,50,60,5.49,0,0
A9154,,MR,20,62,46,54,4.58,0,0
A9155,,MR,21.2,80,60,70,8.16,0,0
A9156,,MR,22.4,65,45,55,5.32,0,0
A9157,,MR,13.2,79,66,72,5.12,14,4.8
A9158,,MR,20.6,87,65,76,9.35,0,0
A9159,,MR,19,70,51,60,5.37,0,0
A9160,,MR,15.3,70,50,60,4.33,0,0
A9161,,MR,15.2,65,56,60,4.15,10,3.5
A9162,,MR,13.4,90,77,83,7.25,0,0
A9163,,KR,22.1,60,44,52,4.69,0,0
A9164,,KR,21.8,87,62,74,9.38,0,0
A9165,,KR,21.6,72,54,63,6.73,0,0
A9166,,KR,20.4,100,75,87,12.13,0,0
A9167,,KR,20.7,85,66,75,9.15,0,0
A9170,,MR,15.2,62,47,54,3.48,0,0
A9171,,KR,20.3,72,48,60,5.74,0,0
A9172,,KR,22.4,61,45,53,4.94,0,0
A9173,,BNS,17,107,84,95,11.44,19,5.1
A9174,,MR,19.6,68,48,58,5.18,0,0
A9175,,MB,12.6,64,54,59,3.44,0,0
A9176,,MR,19.2,62,45,53,4.24,0,0
A9178,,MB,12.5,66,55,60,3.53,0,0
A9179,,MR,16.6,59,44,51,3.39,0,0
A9180,,MR,14.2,74,56,65,4.71,0,0
A9181,,MR,17.1,63,48,55,4.06,0,0
A9182,,MB,10.9,62,52,57,2.78,0,0
A9183,,MR,19.5,72,55,63,6.08,0,0
A9185,,MR,17.4,85,72,78,7.92,15,4.7
A9196,,MR,20.4,68,51,59,5.58,0,0
A9197,,MR,14.8,64,50,57,3.78,0,0
A9198,,MR,10.6,62,48,55,2.52,0,0
A9199,,MR,19.3,58,45,51,3.94,0,0
A9200,,MR,17,56,42,49,3.21,0,0
A9201,,MR,23.1,62,52,57,5.89,0,0
A9202,,MR,18.1,65,48,56,4.46,0,0
A9203,,MR,18.2,57,45,51,3.72,0,0
A9204,,MR,20.9,70,47,58,5.52,0,0
A9205,,MR,17.5,62,50,56,4.31,0,0
A9206,,MR,21,72,50,61,6.14,0,0
A9207,,MR,18.4,72,46,59,5.03,0,0
A9208,,MR,20.1,65,50,57,5.13,0,0
A9209,,MR,17.6,74,55,64,5.66,0,0
A9210,,MR,20.9,66,47,56,5.15,0,0
A9211,,MR,20.3,58,42,50,3.99,0,0
A9212,,MR,13.5,55,47,51,2.76,0,0
A9213,,MR,19.4,63,45,54,4.44,0,0
A9214,,MR,18.4,80,67,73,7.52,10,2.4
A9215,,MR,15.4,73,57,65,5.11,0,0
A9216,,MR,19.8,58,41,49,3.73,0,0
A9217,,MR,14.3,57,41,49,2.7,0,0
A9218,,MR,19.6,62,47,54,4.49,0,0
A9219,,MR,20.5,82,51,66,7.01,0,0
A9220,,MR,16.8,72,53,62,5.07,0,0
A9221,,MR,17.3,64,52,58,4.57,0,0
A9222,,MR,8.9,78,68,73,3.44,18,7.7
A9223,,MR,11.2,60,45,52,2.13,15,10.6
A9224,,MR,18.4,65,47,56,4.53,0,0
A9225,,MR,19.2,74,54,64,6.18,0,0
A9226,,MR,13.1,71,61,66,4.48,0,0
A9227,,MR,20.3,69,46,57,5.18,0,0
A9228,,MR,18.4,76,50,63,5.74,0,0
A9229,,MR,11.2,75,64,69,4.19,0,0
A9230,,MR,11.5,84,75,79,5.64,0,0
A9231,,MR,16.9,88,67,77,7.87,0,0
A9232,,MB,15.8,80,70,75,6.58,16,5.8
A9233,,MR,20,85,65,75,8.84,0,0
A9234,,MR,21.9,87,54,70,8.43,0,0
A9235,,BNS,21.6,100,75,87,12.84,0,0
A9236,,MR,23.5,80,60,70,9.04,0,0
A9237,,MR,15.4,67,58,62,4.65,0,0
A9238,,MR,10.6,58,50,54,2.43,0,0
A9239,,KR,14,68,55,61,4.09,0,0
A9240,,KR,10.9,55,48,51,2.23,0,0
A9241,,MR,17.8,58,42,50,3.5,0,0
A9242,,MR,14.5,72,61,66,4.96,0,0
A9243,,MR,13.4,85,71,78,6.4,0,0
A9244,,MR,12.2,63,52,57,3.11,0,0
A9245,,MR,15.1,109,85,97,11.16,0,0
A9246,,MR,9.1,79,64,71,3.6,0,0
A9247,,MR,14.8,56,46,51,3.02,0,0
A9248,,MR,20.5,55,41,48,3.71,0,0
A9249,,MR,17,60,41,50,3.34,0,0
A9250,,MR,22.4,57,40,48,4.05,0,0
A9251,,MR,21,56,41,48,3.8,0,0
A9252,,MR,16.6,55,43,49,3.13,0,0
A9253,,MR,21.4,75,51,63,6.67,0,0
A9254,,MR,15,82,63,72,5.62,18,8
A9255,,MR,18.4,55,40,47,3.19,0,0
A9256,,MR,15,60,48,54,3.28,10,4.4
A9257,,MR,19,63,46,54,4.35,0,0
A9258,,MR,20.2,65,46,55,4.8,0,0
A9259,,BNS,22.3,81,51,66,7.63,0,0
A9260,,BNS,20.6,75,56,65,6.84,0,0
A9261,,MR,21.1,65,46,55,5.01,0,0
A9262,,MR,21.6,65,48,56,5.32,0,0
A9263,,MR,19,78,66,72,7.54,10,2.5
A9264,,MR,23.2,83,56,69,8.68,0,0
A9265,,MR,22.7,80,60,70,8.74,0,0
A9266,,MR,14.1,70,61,65,4.68,0,0
A9267,,MR,17.2,70,55,62,5.19,0,0
A9268,,MR,21.4,84,58,71,8.47,0,0
A9269,,MR,20,72,54,63,6.23,0,0
A9270,,MR,13.3,72,62,67,4.69,0,0
A9271,,MR,21.3,71,40,55,5.06,0,0
A9272,,MR,21.6,77,55,66,7.39,0,0
A9273,,MR,20.3,75,53,64,6.53,0,0
A9274,,MR,11.4,59,48,53,2.52,0,0
A9275,,MR,8.9,56,50,53,1.88,10,4.5
A9276,,MR,16.5,58,42,50,3.24,0,0
A9277,,MR,9.2,64,61,62,2.78,0,0
A9278,,MR,12.1,55,47,51,2.47,0,0
A9279,,MR,13.1,80,63,71,5.19,0,0
A9280,,MR,14.2,75,53,64,4.57,0,0
A9281,,MR,11.6,62,56,59,3.17,0,0
A9282,,MR,16.8,60,44,52,3.57,0,0
A9283,,MR,19.9,82,62,72,8.1,0,0
A9284,,MR,13.4,62,50,56,3.3,0,0
A9285,,MR,16.1,80,68,74,6.61,14,4.6
A9286,,MR,17.6,96,75,85,9.99,0,0
A9287,,MR,23.2,72,54,63,7.23,0,0
A9288,,MR,20.3,70,46,58,5.36,0,0
A9289,,MR,19.4,71,55,63,6.05,0,0
A9290,,MR,23.2,64,51,57,5.92,0,0
A9291,,MR,18.5,71,47,59,5.06,0,0
A9292,,MR,15.4,60,46,53,3.4,0,0
A9293,,MR,18.1,72,51,61,5.29,0,0
A9294,,MR,19.9,66,47,56,4.9,0,0
A9295,,MR,18.9,65,44,54,4.33,0,0
A9296,,MR,15.8,65,48,56,3.89,0,0
A9297,,MR,17,65,51,58,4.49,0,0
A9298,,MR,15,86,71,78,7.17,0,0
A9299,,MR,13.3,57,49,53,2.93,0,0
A9300,,MR,14,77,59,68,5.08,0,0
A9301,,MR,20.3,71,44,57,5.18,0,0
A9302,,MR,19.9,72,47,59,5.44,0,0
A9303,,KR,16.4,56,46,51,3.19,10,4.9
A9304,,MR,16.2,60,45,52,3.44,0,0
A9305,,MR,18.5,85,62,73,7.74,0,0
A9306,,BNS,21.2,83,58,70,8.16,0,0
A9307,,MR,20.2,97,72,84,11.19,0,0
A9308,,MR,19,68,51,59,5.19,0,0
A9309,,MR,17.5,76,60,68,6.36,0,0
A9310,,MR,11.4,87,69,78,5.45,0,0
A9311,,MR,10.1,68,59,63,2.92,15,7.2
A9312,,MR,13,76,63,69,4.86,0,0
A9313,,MR,9.9,87,77,82,5.23,0,0
A9314,,MR,13.2,68,56,62,3.65,16,8.5
A9315,,MR,13.5,70,65,67,4.76,0,0
A9316,,MR,18.4,59,42,50,3.61,0,0
A9317,,MR,18,60,40,50,3.53,0,0
A9318,,MR,19.4,60,45,52,4.12,0,0
A9319,,MR,20.4,70,53,61,5.96,0,0
A9320,,MR,14.9,66,45,55,3.54,0,0
A9321,,MR,18.3,68,51,59,5,0,0
A9322,,MR,11.6,67,58,62,3.5,0,0
A9323,,MR,13.9,68,48,58,3.67,0,0
A9324,,MR,13.5,57,46,51,2.76,0,0
A9325,,MR,11.6,67,56,61,3.39,0,0
A9326,,MR,16.7,80,58,69,6.24,0,0
A9327,,MR,16.3,57,41,49,3.07,0,0
A9328,,MR,14.4,67,52,59,3.52,17,10.6
A9329,,MR,15.8,68,60,64,5.08,0,0
A9330,,MR,17.5,60,52,56,4.31,0,0
A9331,,MR,16.8,64,51,57,4.29,0,0
A9332,,MR,12.4,59,45,52,2.63,0,0
A9333,,MR,14.6,68,49,58,3.86,0,0
A9334,,MR,16.3,55,43,49,3.07,0,0
A9335,,MR,12.9,62,58,60,3.65,0,0
A9336,,MR,18.5,68,49,58,4.89,0,0
A9337,,MR,17.5,79,60,69,6.54,0,0
A9338,,MR,18.3,58,45,51,3.74,0,0
A9339,,MR,11.3,83,72,77,5.26,0,0
A9340,,MR,10.8,65,52,58,2.85,0,0
A9341,,MR,17.6,56,45,50,3.46,0,0
A9342,,MR,17.7,114,86,100,12.97,23,6.7
A9343,,MR,18.5,70,50,60,5.23,0,0
A9344,,MR,16,53,40,46,2.66,0,0
A9345,,MR,18.1,65,54,59,4.95,0,0
A9346,,MR,18.9,63,55,59,5.17,0,0
A9347,,MR,13.7,75,67,71,5.42,0,0
A9348,,MR,19.2,90,66,78,9.17,0,0
A9349,,BNS,18.6,73,41,57,4.56,10,3.9
A9350,,MR,21.4,61,47,54,4.9,0,0
A9351,,MR,21.2,61,42,51,4.33,0,0
A9352,,MR,14.3,57,44,50,2.81,0,0
A9353,,MR,13.7,62,52,57,3.5,0,0
A9354,,MR,16.6,59,45,52,3.53,0,0
A9355,,MR,15,73,50,61,4.05,15,7.7
A9356,,MR,19.4,79,54,66,6.64,0,0
A9357,,MR,21.6,72,50,61,6.31,0,0
A9358,,KR,22,65,45,55,5.23,0,0
A9359,,KR,22.1,76,52,64,7.11,0,0
A9360,,KR,15.5,65,53,59,4.24,0,0
A9361,,KR,18.6,60,41,50,3.65,0,0
A9362,,MR,17.1,63,42,52,3.63,0,0
A9363,,KR,23.4,75,44,59,6.4,0,0
A9364,,KR,20.5,66,46,56,5.05,0,0
A9365,,BNS,12.3,110,95,102,10.05,0,0
A9366,,BNS,11.6,128,112,120,10.77,45,17.9
A9367,,MR,16.9,72,51,61,4.94,0,0
A9368,,MR,17,63,50,56,4.19,0,0
A9369,,MB,22.9,63,42,52,4.86,0,0
A9370,,MR,20.7,85,66,75,9.15,0,0
A9371,,MR,22,64,42,53,4.85,0,0
A9372,,MR,20.9,73,58,65,6.94,0,0
A9373,,MR,18.9,66,52,59,5.17,0,0
A9374,,MR,18.6,72,65,68,6.75,0,0
A9375,,MR,19,68,50,59,5.19,0,0
A9376,,MR,16.3,82,60,71,6.45,0,0
A9377,,MR,16.7,55,48,51,3.41,0,0
A9378,,KR,20.3,56,44,50,3.99,0,0
A9379,,KR,22.1,66,47,56,5.44,0,0
A9380,,BNS,20,94,77,85,11.35,0,0
A9381,,MR,20.4,62,50,56,5.02,0,0
A9382,,MR,15.5,58,44,51,3.17,0,0
A9383,,MR,21.1,64,44,54,4.83,0,0
A9384,,BNS,15.5,60,48,54,3.55,0,0
A9385,,MR,18.7,82,60,71,7.4,0,0
A9386,,KR,14.5,62,50,56,3.57,0,0
A9387,,BNS,17.4,98,83,90,10.37,20,6.3
A9388,,BNS,9.9,103,97,100,7.78,0,0
A9389,,BNS,11.6,119,103,111,10.76,20,4.1
A9390,,KR,21.9,68,50,59,5.99,0,0
A9391,,KR,19.2,76,64,70,7.39,0,0
A9392,,KR,17.3,71,57,64,5.57,0,0
A9393,,KR,15,74,60,67,5.29,0,0
A9394,,MB,18.8,82,64,73,7.87,0,0
A9395,,KR,11.6,75,60,67,4.09,0,0
A9396,,KR,17.2,56,42,49,3.24,0,0
A9397,,KR,13.5,69,50,59,3.69,0,0
A9398,,BNS,11.8,63,57,60,3.34,0,0
A9399,,BNS,17.3,75,60,67,4.84,27,20.7
A9400,,MR,16.9,77,57,67,5.96,0,0
A9401,,BNS,22.1,72,46,59,5.67,13,6.2
A9402,,MR,15.4,75,59,67,5.43,0,0
A9403,,BNS,15.4,53,42,47,2.67,0,0
A9404,,MR,20.6,74,57,65,6.84,0,0
A9405,,BNS,14.4,63,51,57,3.1,20,15.7
A9406,,MR,18.8,58,42,50,3.69,0,0
A9407,,MR,17.7,68,45,56,4.36,0,0
A9408,,BNS,17.7,70,60,65,5.3,18,9.8
A9409,,KR,20,82,59,70,7.7,0,0
A9410,,KR,21.8,69,53,61,6.37,0,0
A9411,,KR,20.8,65,43,54,4.76,0,0
A9412,,KR,21.4,70,46,58,5.65,0,0
A9413,,KR,20.5,71,45,58,5.42,0,0
A9414,,KR,20.7,63,49,56,5.1,0,0
A9415,,KR,22.3,71,51,61,6.52,0,0
A9416,,KR,19.5,68,42,55,4.63,0,0
A9417,,MR,20.9,62,44,53,4.61,0,0
A9418,,MR,14.8,55,43,49,2.79,0,0
A9419,,MR,16.2,56,45,50,3.18,0,0
A9420,,BNS,19.5,63,46,54,3.97,16,11.2
A9421,,MR,13.5,62,52,57,3.44,0,0
A9422,,MR,22.8,69,50,59,6.23,0,0
A9423,,MR,19,55,42,48,3.44,0,0
A9424,,BNS,21.6,73,50,61,5.53,19,12.4
A9425,,MR,14.7,72,55,63,4.58,0,0
A9426,,MR,19.3,61,43,52,4.1,0,0
A9427,,MR,15.2,55,40,47,2.64,0,0
A9428,,MR,23.1,80,54,67,8.14,0,0
A9429,,MR,15.2,73,65,69,5.68,0,0
A9430,,MR,14.7,65,57,61,4.3,0,0
A9431,,MR,15.7,68,52,60,4.44,0,0
A9432,,MR,20.8,75,50,62,6.28,0,0
A9433,,KR,20.7,72,55,63,6.45,0,0
A9434,,MR,15.8,74,56,65,5.09,10,3
A9435,,MR,11.3,60,51,55,2.68,0,0
A9436,,KR,16.2,83,62,72,6.6,0,0
A9437,,KR,12,62,53,57,3.06,0,0
A9438,,MR,11,76,64,70,4.23,0,0
A9439,,MR,13.5,64,54,59,3.69,0,0
A9440,,MR,11,80,73,76,4.99,0,0
A9441,,MR,15.4,73,65,69,5.76,0,0
A9442,,MR,10.5,65,55,60,2.97,0,0
A9443,,MR,14,55,48,51,2.86,0,0
A9444,,MR,13.6,88,77,82,7.18,0,0
A9445,,MR,17.5,66,41,53,3.86,0,0
A9446,,MR,19.5,75,58,66,6.67,0,0
A9447,,MR,19.9,72,60,66,6.81,0,0
A9448,,MR,15.1,63,57,60,4.27,0,0
A9449,,MR,19.8,80,59,69,7.4,0,0
A9450,,MR,18.9,69,52,60,5.34,0,0
A9451,,MR,18.1,76,56,66,6.19,0,0
A9452,,MR,18.5,90,75,82,9.77,0,0
A9453,,MR,15.1,64,50,57,3.85,0,0
A9454,,MR,18.4,71,53,62,5.56,0,0
A9455,,MR,17.9,65,46,55,4.25,0,0
A9456,,MR,15.8,66,50,58,4.17,0,0
A9457,,MR,17.4,66,48,57,4.44,0,0
A9458,,MR,18.2,62,46,54,4.17,0,0
A9459,,MR,15.3,69,50,59,4.18,0,0
A9460,,MR,15.7,67,54,60,4.28,10,3.5
A9461,,MR,13.3,69,51,60,3.76,0,0
A9462,,MR,14.1,66,49,57,3.6,0,0
A9463,,MR,15.2,57,45,51,3.11,0,0
A9464,,MR,17.1,65,54,59,4.68,0,0
A9465,,MR,13.7,62,44,53,3.02,0,0
A9466,,MR,15.2,72,57,64,4.89,0,0
A9467,,MR,17.4,66,45,55,4.13,0,0
A9468,,MR,15.6,64,46,55,3.71,0,0
A9469,,MR,16.8,64,46,55,3.99,0,0
A9470,,MR,16.4,57,45,51,3.35,0,0
A9471,,MR,15.4,56,41,48,2.79,0,0
A9472,,MR,17.6,70,52,61,5.14,0,0
A9473,,MR,16.2,78,56,67,5.71,0,0
A9474,,MR,15.1,85,69,77,7.03,0,0
A9475,,MR,19.2,82,67,74,7.7,17,6.7
A9476,,MR,21.5,65,43,54,4.92,0,0
A9477,,MR,17,60,44,52,3.61,0,0
A9478,,MR,12.7,68,59,63,3.96,0,0
A9479,,MR,17.6,65,50,57,4.49,0,0
A9480,,BNS,15.9,92,75,83,8.6,0,0
A9481,,MR,14.7,60,49,54,3.22,10,4.4
A9482,,MR,21.1,58,40,49,3.98,0,0
A9483,,MB,17.4,67,54,60,4.92,0,0
A9484,,MB,14.7,65,46,55,3.02,18,13.6
A9485,,KR,21.7,69,50,59,5.93,0,0
A9486,,KR,17.9,65,46,55,4.25,0,0
A9487,,MB,15.5,72,56,64,4.99,0,0
A9488,,MB,23,82,57,69,7.39,23,14.1
A9489,,MR,17,62,50,56,4.19,0,0
A9490,,MB,17.3,67,50,58,3.81,21,16.7
A9491,,KR,18.5,68,48,58,4.89,0,0
A9492,,KR,20.2,74,53,63,6.3,0,0
A9493,,BNS,17.8,96,70,83,8.69,23,9.8
A9494,,MR,17.4,60,52,56,4.29,0,0
A9495,,BNS,18.2,62,50,56,3.76,20,16.2
A9496,,MB,16.8,105,85,95,11.91,0,0
A9497,,MB,14.9,62,51,56,3.49,11,4.9
A9498,,KR,15.4,57,40,48,2.79,0,0
A9499,,KR,20.8,72,48,60,5.88,0,0
A9500,,KR,21.6,80,52,66,7.39,0,0
A9501,,KR,20.4,80,46,63,6.36,0,0
A9502,,KR,22.6,68,50,59,6.18,0,0
A9503,,KR,19.6,82,55,68,7.12,0,0
A9504,,KR,18.1,61,40,50,3.55,0,0
A9505,,KR,18.8,55,40,47,3.26,0,0
A9506,,KR,17.8,60,45,52,3.78,0,0
A9507,,KR,14,72,56,64,4.5,0,0
A9508,,MR,16,59,44,51,3.27,0,0
A9509,,KR,21.5,80,62,71,8.51,0,0
A9510,,BNS,15.4,56,45,50,3.02,0,0
A9511,,BNS,16.8,63,47,55,3.61,15,9.5
A9512,,MR,16.7,71,47,59,4.57,0,0
A9513,,MR,16.2,58,47,52,3.44,0,0
A9514,,MR,16.3,64,50,57,4.16,0,0
A9515,,MR,14.6,60,44,52,3.1,0,0
A9516,,MR,13.9,70,45,57,2.99,20,15.7
A9517,,MR,13.1,59,50,54,3,0,0
A9518,,MR,14.6,60,48,54,3.34,0,0
A9519,,MR,15,68,55,61,3.9,18,11.1
A9520,,MR,17.2,63,50,56,4.24,0,0
A9521,,MR,14.8,55,47,51,3.02,0,0
A9522,,MR,17.1,80,65,72,6.72,12,3.5
A9523,,MR,20.8,62,46,54,4.76,0,0
A9524,,MR,18.9,67,52,59,5.17,0,0
A9525,,MR,17.4,65,43,54,3.98,0,0
A9526,,MR,17.8,62,50,56,4.2,10,4.1
A9527,,MR,20.2,75,52,63,6.3,0,0
A9528,,MR,15.3,63,53,58,4.04,0,0
A9529,,MR,15.1,55,44,49,2.85,0,0
A9530,,MR,19.5,67,43,55,4.63,0,0
A9531,,MR,19.8,70,44,57,5.05,0,0
A9532,,MR,19.6,62,48,55,4.66,0,0
A9533,,MR,20.6,76,44,60,5.82,0,0
A9534,,MR,23.1,62,42,52,4.91,0,0
A9535,,MR,16,90,62,76,7.26,0,0
A9536,,MR,19.9,61,45,53,4.39,0,0
A9537,,MR,19.4,65,49,57,4.95,0,0
A9538,,MR,20.5,56,41,48,3.71,0,0
A9539,,MR,23.8,64,43,53,5.25,0,0
A9540,,MR,20.9,78,57,67,7.37,0,0
A9541,,MR,18.1,68,53,60,5.12,0,0
A9542,,MR,18.5,58,44,51,3.78,0,0
A9543,,MR,18.1,70,54,62,5.46,0,0
A9544,,MR,15,76,61,68,5.45,0,0
A9545,,MR,12.2,96,70,83,6.6,0,0
A9546,,MR,14.1,70,58,64,4.54,0,0
A9547,,KR,23.2,70,45,57,5.92,0,0
A9548,,MR,22.8,79,60,69,8.53,0,0
A9549,,MR,17.2,67,52,59,4.7,0,0
A9550,,KR,17.4,76,56,66,5.95,0,0
A9551,,MR,15.3,70,53,61,4.47,0,0
A9552,,MR,18,73,55,64,5.61,10,3.1
A9553,,MR,22.2,60,42,51,4.54,0,0
A9554,,MR,20.2,80,54,67,7.12,0,0
A9555,,MR,20.3,61,48,54,4.65,0,0
A9556,,MR,19.4,57,45,51,3.96,0,0
A9557,,MR,15.9,56,42,49,3,0,0
A9558,,MR,14.1,62,47,54,3.23,0,0
A9559,,MR,12,88,73,80,6.03,0,0
A9560,,MR,12.4,59,46,52,2.63,0,0
A9561,,MR,12.7,62,54,58,3.36,0,0
A9562,,MR,19.9,60,44,52,4.23,0,0
A9563,,KR,14.2,56,44,50,2.79,0,0
A9564,,KR,12.3,57,52,54,2.82,0,0
A9565,,MR,12.4,58,50,54,2.84,0,0
A9566,,KR,12.5,62,56,59,3.42,0,0
A9567,,MR,18.7,59,40,49,3.53,0,0
A9568,,MR,19.4,71,48,59,5.3,0,0
A9569,,MR,19,72,56,64,6.11,0,0
A9570,,MR,13.5,80,70,75,5.42,20,9.1
A9571,,MR,13.1,70,65,67,4.62,0,0
A9572,,KR,19.1,62,47,54,4.37,0,0
A9573,,KR,16.7,58,41,49,3.15,0,0
A9574,,KR,16.3,62,50,56,4.01,0,0
A9575,,MR,16,70,64,67,5.64,0,0
A9576,,MR,13.1,65,48,56,3.23,0,0
A9577,,MR,15.2,60,46,53,3.1,13,7.7
A9578,,MR,19.5,70,52,61,5.7,0,0
A9579,,MR,13.9,63,56,59,3.8,0,0
A9580,,MR,16.4,58,50,54,3.76,0,0
A9581,,MR,17.7,62,48,55,4.21,0,0
A9582,,MR,15.4,72,52,62,4.65,0,0
A9583,,MR,19.7,72,55,63,6.14,0,0
A9584,,MR,14.1,66,51,58,3.73,0,0
A9585,,MR,16.4,57,44,50,3.22,0,0
A9586,,MR,14.9,55,41,48,2.7,0,0
A9587,,MR,19.6,72,52,62,5.92,0,0
A9588,,KR,11.6,68,61,64,3.73,0,0
A9589,,MR,16.1,60,50,55,3.83,0,0
A9590,,BNS,16.5,65,56,60,4.67,0,0
A9591,,BNS,15.2,134,123,128,17.9,33,8.5
A9592,,MR,16.7,56,43,49,3.15,0,0
A9593,,KR,18.5,58,41,49,3.49,0,0
A9594,,BNS,19.4,55,40,47,3.37,0,0
A9595,,BNS,13.6,80,57,68,4.8,10,2.8
A9596,,MR,13.2,59,55,57,3.37,0,0
A9597,,MR,12.7,55,46,50,2.49,0,0
A9598,,KR,12.3,50,41,45,1.96,0,0
A9599,,MR,12.1,60,44,52,2.57,0,0
A9600,,KR,12.7,57,48,52,2.7,0,0
A9601,,MR,9.3,86,70,78,4.44,0,0
A9602,,MR,12.6,67,56,61,3.68,0,0
A9603,,MR,12,59,46,52,2.55,0,0
A9604,,MR,13.3,80,72,76,6.03,0,0
A9605,,MR,14,55,42,48,2.53,0,0
A9606,,KR,17.4,63,46,54,3.98,0,0
A9607,,KR,20.7,78,58,68,7.52,0,0
A9608,,MR,16.1,68,47,57,4.11,0,0
A9609,,KR,21.1,79,46,62,6.37,0,0
A9610,,MR,13.7,83,70,76,6.21,0,0
A9611,,MR,15.4,65,49,57,3.93,0,0
A9612,,MR,16.4,78,64,71,6.49,0,0
A9613,,MR,17,61,48,54,3.89,0,0
A9614,,KR,20.4,64,47,55,4.85,0,0
A9615,,MR,20.7,67,50,58,5.47,0,0
A9616,,MR,14.3,67,52,59,3.91,0,0
A9617,,MR,19,77,58,67,6.7,0,0
A9618,,MR,11.9,57,40,48,2.15,0,0
A9619,,MR,19.4,96,77,86,11.27,0,0
A9620,,MR,16.9,80,56,68,6.14,0,0
A9621,,MR,19.8,90,59,74,8.52,0,0
A9622,,MR,18.3,64,52,58,4.84,0,0
A9623,,MR,15.8,64,50,57,4.03,0,0
A9624,,MR,15.5,78,57,67,5.46,0,0
A9625,,MR,16.1,55,42,48,2.91,0,0
A9626,,MR,14.9,56,40,48,2.7,0,0
A9627,,MR,21.5,66,45,55,5.11,0,0
A9628,,MR,21.3,58,47,52,4.52,0,0
A9629,,BNS,11.4,98,91,94,6.35,37,19.7
A9630,,BNS,10.8,61,56,58,2.75,10,3.8
A9631,,KR,20,69,50,59,5.47,0,0
A9632,,MR,17.3,58,47,52,3.67,0,0
A9633,,MR,15.8,68,47,57,3.68,15,8.8
A9634,,KR,19.9,61,46,53,4.39,0,0
A9635,,KR,18.8,55,41,48,3.4,0,0
A9636,,MR,13.3,55,44,49,2.51,0,0
A9637,,MR,20.4,61,42,51,4.17,0,0
A9638,,MR,21.6,69,50,59,5.91,0,0
A9639,,MR,21.1,62,46,54,4.83,0,0
A9640,,MR,14.5,62,43,52,3.08,0,0
A9641,,BNS,19.8,61,47,54,4.53,0,0
A9642,,MR,16.3,78,57,67,5.75,0,0
A9643,,MR,9.4,75,72,73,3.93,0,0
A9644,,MR,13.8,61,51,56,3.4,0,0
A9645,,MR,12,68,53,60,3.27,10,3.5
A9646,,MR,16.2,79,62,70,6.23,0,0
A9647,,MR,19.8,66,43,54,4.53,0,0
A9648,,MR,17.6,55,44,49,3.32,0,0
A9649,,MR,13.8,85,67,76,6.26,0,0
A9650,,MR,11.9,67,57,62,3.59,0,0
A9651,,MR,17.1,93,72,82,9.03,0,0
A9652,,KR,19.9,62,49,55,4.73,0,0
A9653,,MR,12.2,59,51,55,2.78,10,4.2
A9654,,KR,11,102,85,93,7.47,0,0
A9655,,KR,11.2,129,106,117,12.04,0,0
A9656,,MR,15.6,76,62,69,5.83,0,0
A9657,,KR,11.1,65,62,63,3.46,0,0
A9658,,MR,18,75,50,62,5.43,0,0
A9659,,MR,18.4,67,48,57,4.7,0,0
A9660,,MR,11.3,75,64,69,4.23,0,0
A9661,,MR,15,65,50,57,3.83,0,0
A9662,,MR,22.8,76,53,64,7.33,0,0
A9663,,MR,18.7,71,52,61,5.47,0,0
A9664,,MR,16,58,45,51,3.27,0,0
A9665,,MR,11.9,67,58,62,3.59,0,0
A9666,,MR,8.5,109,95,102,6.95,0,0
A9667,,MR,17.9,63,50,56,4.41,0,0
A9668,,MR,15.7,69,52,60,4.44,0,0
A9669,,MR,14.7,95,75,85,8.34,0,0
A9670,,MR,12.8,62,50,56,3.15,0,0
A9671,,MR,16.8,59,46,52,3.57,0,0
A9672,,MR,22.8,78,53,65,7.57,0,0
A9673,,MR,19.1,57,44,50,3.75,0,0
A9674,,MR,14.6,67,56,61,4.27,0,0
A9675,,MR,20.6,85,64,74,8.86,0,0
A9676,,MR,14.2,88,80,84,7.87,0,0
A9677,,MR,17.1,55,46,50,3.36,0,0
A9678,,MR,21.4,62,43,52,4.54,0,0
A9679,,MR,10.8,72,65,68,3.92,0,0
A9680,,MR,12.1,62,47,54,2.77,0,0
A9681,,MR,16.3,65,53,59,4.46,0,0
A9682,,MR,18.5,65,52,58,4.89,0,0
A9683,,BNS,21.3,72,55,63,6.64,0,0
A9684,,MR,16.8,58,43,50,3.3,0,0
A9685,,MR,13.9,70,58,64,4.47,0,0
A9686,,MR,13.1,66,60,63,4.08,0,0
A9687,,MR,11.6,64,59,61,3.39,0,0
A9688,,MR,12.5,91,69,80,6.28,0,0
A9689,,MR,11.6,87,73,80,5.83,0,0
A9690,,MR,14.8,128,97,112,13.57,26,6.9
A9691,,MR,13.1,74,64,69,4.9,0,0
A9692,,MR,12.3,86,65,75,5.43,0,0
A9693,,MR,21.2,79,60,69,7.93,0,0
A9694,,MR,18.1,81,67,74,6.66,25,14.5
